þÿTipo esercizio storico pe;Insegna;Ubicazione;Tipo via;Descrizione via;Civico;Codice via;ZD;Forma commercio;Forma commercio prev;Forma vendita;Settore storico pe;Superficie somministrazione
ristorante;la baia;"VIA CELLINI BENVENUTO N. 3 ; isolato:033; accesso: accesso esterno; (z.d. 4)";VIA;CELLINI BENVENUTO;3;3081;4;solo somministrazione;somministrazione;misto;"Ristorante;Pizzerie e simili;Pizzeria;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria";114
ristorante;la barchetta;"VIA TESIO FEDERICO N. 15 ; isolato:118; accesso: accesso esterno; (z.d. 7)";VIA;TESIO FEDERICO;15;6471;7;solo somministrazione;somministrazione;al tavolo;"Ristorante;Ristorante, trattoria, osteria;Pizzerie e simili;Pizzeria";180
ristorante;la bicocca;"VIA LA FARINA GIUSEPPE N. 1 ; isolato:050; accesso: accesso esterno; (z.d. 9)";VIA;LA FARINA GIUSEPPE;1;1625;9;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Ristorante;Pizzeria;BAR CAFFÿý";100
ristorante;la bitta;"VIA DEL CARMINE N. 3 ;via del carmine 003; isolato:308; accesso: accesso esterno; (z.d. 1)";VIA;DEL CARMINE;3;130;1;solo somministrazione;somministrazione;al tavolo;"Ristorante;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria";84
ristorante;la broccaccia;"VIA IMPERIA N. 7 ; isolato:052; accesso: accesso esterno; (z.d. 5)";VIA;IMPERIA;7;5266;5;solo somministrazione;somministrazione;al tavolo;"Ristorante;Pizzeria;Pizzerie e simili;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;BAR CAFFÿý";91
ristorante;la cantina;"VIA VANNUCCI ATTO N. 22 ; isolato:122; accesso: accesso esterno; (z.d. 5)";VIA;VANNUCCI ATTO;22;4056;5;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Ristorante";106
ristorante;la cantina di manuela;"VIA POERIO CARLO N. 3 ; isolato:175; accesso: accesso esterno; (z.d. 3)";VIA;POERIO CARLO;3;3181;3;solo somministrazione;somministrazione;misto;"Ristorante, trattoria, osteria;Wine,birr.,pub enot.,caff.,the;Ristorante;BAR CAFFÿý;Genere Merceol.Autorizz.Sanit.";74
ristorante;la colonna;"VIA SANTA MARIA ALLA PORTA N. 10 ;via santa maria alla porta 010; isolato:345; accesso: accesso esterno; (z.d. 1)";VIA;SANTA MARIA ALLA PORTA;10;620;1;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante;Ristorante, trattoria, osteria";83
ristorante;la corte del 41;"CSO SAN GOTTARDO N. 41 ; isolato:114; accesso: accesso esterno; (z.d. 5)";CSO;SAN GOTTARDO;41;5203;5;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante;Ristorante, trattoria, osteria;BAR CAFFÿý;BAR CAFFÿý E SIMILI";177
ristorante;la corte della risaia;"VIA BARDOLINO N. 30 ; isolato:105; accesso: accesso esterno; (z.d. 6)";VIA;BARDOLINO;30;5360;6;solo somministrazione;somministrazione;al tavolo;"Cucina tipica lombarda;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Ristorante";119
ristorante;la corte di artu;"VLE UMBRIA N. 21 ; isolato:177; accesso: accesso esterno; (z.d. 4)";VLE;UMBRIA;21;3145;4;solo somministrazione;somministrazione;al tavolo;"Pizzeria;Ristorante;Genere Merceol.Autorizz.Sanit.";104
ristorante;la corte fiorita;"VIA PISANI VITTOR N. 6 ; isolato:093; accesso: accesso esterno; (z.d. 2)";VIA;PISANI VITTOR;6;1201;2;solo somministrazione;somministrazione;al tavolo;"Ristorante;BAR CAFFÿý;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.";224
ristorante;la cozzeria;"VIA MURATORI LODOVICO N. 6 ; isolato:168; accesso: accesso esterno; (z.d. 4)";VIA;MURATORI LODOVICO;6;4076;4;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;Ristorante;BAR CAFFÿý E SIMILI";48
ristorante;la darsena da milo;"VIA LORENTEGGIO N. 47 ; isolato:147; accesso: accesso esterno; (z.d. 6)";VIA;LORENTEGGIO;47;5132;6;solo somministrazione;somministrazione;misto;"Ristorante;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;BAR CAFFÿý";105
ristorante;la dolcevita;"VIA BERGAMINI N. 11 ;via bergamini 011; isolato:324; accesso: accesso esterno; (z.d. 1)";VIA;BERGAMINI;11;325;1;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Ristorante";145
ristorante;la fettunta;"VIA SANTA MARTA num.019/a ; isolato:400; accesso: accesso esterno; (z.d. 1)";VIA;SANTA MARTA;;562;1;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Tavola calda;BAR CAFFÿý;Cibi cotti preconfezionati";84
ristorante;la forchetta;"VIA DELLA SIGNORA N. 3 ;via della signora 003; isolato:321; accesso: accesso esterno; (z.d. 1)";VIA;DELLA SIGNORA;3;346;1;solo somministrazione;somministrazione;self service;"BAR CAFFÿý;Genere Merceol.Autorizz.Sanit.;Tav.calde,self service,fast f.;Ristorante";397
ristorante;la greppia;"VIA LICURGO N. 2 ; isolato:099; accesso: accesso esterno; (z.d. 2)";VIA;LICURGO;2;2351;2;solo somministrazione;somministrazione;al banco;"BAR CAFFÿý E SIMILI;Ristorante;BAR CAFFÿý;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Pizzerie e simili";60
ristorante;l albero del pepete;"LGO AUGUSTO N. 7 ;lgo augusto 007; isolato:266; accesso: accesso esterno; (z.d. 1)";LGO;AUGUSTO;7;315;1;somministrazione/minuto;somministrazione;al tavolo;"Ristorante;Cibi cotti;Genere Merceol.Autorizz.Sanit.;Pizzeria;BAR CAFFÿý";228
ristorante;l altra farmacia;"VIA ROSMINI ANTONIO N. 3 ; isolato:111; accesso: accesso esterno; (z.d. 1)";VIA;ROSMINI ANTONIO;3;7132;1;solo somministrazione;somministrazione;al banco;"Ristorante;Genere Merceol.Autorizz.Sanit.;BAR CAFFÿý;Cucina tipica lombarda;Wine,birr.,pub enot.,caff.,the";87
ristorante;l altra isola;"VIA DE BERNARDI LAMBERTO N. 1 ; isolato:153; accesso: accesso esterno; (z.d. 1)";VIA;DE BERNARDI LAMBERTO;1;3069;1;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÿý;BAR CAFFÿý E SIMILI;Ristorante, trattoria, osteria;Ristorante";86
ristorante;l altra risacca;"LGO DOMODOSSOLA N. 2 ; isolato:079; accesso: accesso esterno; (z.d. 8)";LGO;DOMODOSSOLA;2;6140;8;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Ristorante";77
ristorante;l angelo azzurro;"VIA BATTISTOTTI SASSI LUISA N. 14 ; isolato:255; accesso: accesso esterno; (z.d. 4)";VIA;BATTISTOTTI SASSI LUISA;14;3273;4;solo somministrazione;somministrazione;al tavolo;"BAR CAFFÿý;Genere Merceol.Autorizz.Sanit.;Pizzeria;Ristorante;Ristorante, trattoria, osteria;Pizzerie e simili;BAR CAFFÿý E SIMILI";105
ristorante;l angolino ristorante;"VIA PORRO LAMBERTENGHI LUIGI N. 1 ; isolato:256; accesso: accesso esterno; (z.d. 9)";VIA;PORRO LAMBERTENGHI LUIGI;1;1142;9;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Wine,birr.,pub enot.,caff.,the;Ristorante";45
ristorante;l angolo;"VIA COLA DI RIENZO N. 48 ; isolato:003; accesso: accesso esterno; (z.d. 6)";VIA;COLA DI RIENZO;48;6094;6;solo somministrazione;somministrazione;al tavolo;"Pizzeria;Ristorante;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.";98
ristorante;l ape piera;"VIA LODOVICO IL MORO N. 11 ; isolato:004; accesso: accesso esterno; (z.d. 6)";VIA;LODOVICO IL MORO;11;5290;6;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;Trattoria";158
ristorante;la pianta;"VLE AFFORI N. 1 ; isolato:147; accesso: accesso esterno; (z.d. 9)";VLE;AFFORI;1;1545;9;solo somministrazione;somministrazione;al tavolo;"Ristorante;Ristorante, trattoria, osteria;Pizzerie e simili;Pizzeria;Genere Merceol.Autorizz.Sanit.";198
ristorante;la piola osteria con cuci;"VLE ABRUZZI N. 23 ; isolato:051; accesso: accesso esterno; (z.d. 3)";VLE;ABRUZZI;23;2177;3;solo somministrazione;somministrazione;al tavolo;Ristorante, trattoria, osteria;47
ristorante;la pizza di pulcinella;"VIA BARONI COSTANTINO num.012/a /a e 14/a; accesso: accesso esterno; (z.d. 5)";VIA;BARONI COSTANTINO;;5422;5;solo somministrazione;somministrazione;misto;"BAR CAFFÿý E SIMILI;BAR CAFFÿý;Pizzerie e simili;Genere Merceol.Autorizz.Sanit.;Pizzeria";65
ristorante;la pobbia;"VIA GALLARATE N. 92 ; isolato:222; accesso: accesso esterno; (z.d. 8)";VIA;GALLARATE;92;7420;8;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;BAR CAFFÿý E SIMILI;Genere Merceol.Autorizz.Sanit.;Ristorante";239
ristorante;la porta rossa;"VIA LOCATELLI ANTONIO N. 2 con 2 ingr. in v.vittor pisani; isolato:311; accesso: accesso esterno; (z.d. 2)";VIA;LOCATELLI ANTONIO;2;1191;2;solo somministrazione;somministrazione;al tavolo;"Pizzerie e simili;Pizzeria;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Ristorante;BAR CAFFÿý E SIMILI;BAR CAFFÿý";103
ristorante;l aquilone;"VLE UMBRIA N. 85 ; isolato:075; accesso: accesso esterno; (z.d. 4)";VLE;UMBRIA;85;3145;4;solo somministrazione;somministrazione;al tavolo;"BAR CAFFÿý;Pizzeria;Genere Merceol.Autorizz.Sanit.;Trattoria;Pizzerie e simili;Ristorante, trattoria, osteria";145
ristorante;la ranarita;"VIA FATEBENEFRATELLI N. 2 ;via fatebenefratelli 002; isolato:300; accesso: accesso esterno; (z.d. 1)";VIA;FATEBENEFRATELLI;2;144;1;solo somministrazione;somministrazione;al tavolo;"Pizzeria;Pizzerie e simili;Ristorante;Ristorante, trattoria, osteria";117
ristorante;la rava e la fava;"VIA PRINCIPE EUGENIO N. 28 ; isolato:010; accesso: accesso esterno; (z.d. 8)";VIA;PRINCIPE EUGENIO;28;7223;8;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante;BAR CAFFÿý;Ristorante, trattoria, osteria";30
ristorante;la risacca blu;"VIA TADINO ALESSANDRO N. 13 ; isolato:104; accesso: accesso esterno; (z.d. 3)";VIA;TADINO ALESSANDRO;13;2109;3;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Trattoria";46
ristorante;l arrosticino;"VIA ADIGE N. 9 ; isolato:197; accesso: accesso esterno; (z.d. 5)";VIA;ADIGE;9;4216;5;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante;Ristorante, trattoria, osteria";97
ristorante;la sacrestia/scalinatella;"VIA BEZZECCA N. 8 interno cortile; isolato:050; accesso: accesso esterno; (z.d. 4)";VIA;BEZZECCA;8;3075;4;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante;Pizzeria";425
ristorante;la scorpacciata;"VIA RIPAMONTI GIUSEPPE N. 104 ; isolato:001; accesso: accesso esterno; (z.d. 5)";VIA;RIPAMONTI GIUSEPPE;104;4066;5;solo somministrazione;somministrazione;al tavolo;"Ristorante;Genere Merceol.Autorizz.Sanit.;BAR CAFFÿý E SIMILI;Ristorante, trattoria, osteria;BAR CAFFÿý";226
ristorante;la sfinge;"VIA MAC MAHON N. 87 ; isolato:289; accesso: accesso esterno; (z.d. 8)";VIA;MAC MAHON;87;7221;8;solo somministrazione;somministrazione;al tavolo;"Pizzeria;Genere Merceol.Autorizz.Sanit.;Pizzerie e simili;Ristorante, trattoria, osteria;Tavola calda";99
ristorante;las palmeras;"VIA CASSINIS GIOVANNI BATTISTA N. 76 ; isolato:152; accesso: accesso esterno; (z.d. 4)";VIA;CASSINIS GIOVANNI BATTISTA;76;4309;4;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Pizzeria;Ristorante;BAR CAFFÿý;Pizzerie e simili;BAR CAFFÿý E SIMILI;Ristorante, trattoria, osteria";78
ristorante;la tana del lupo;"VLE VITTORIO VENETO N. 30 ; isolato:132; accesso: accesso esterno; (z.d. 2)";VLE;VITTORIO VENETO;30;2107;2;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Seconda bottiglia;Ristorante;Ristorante, trattoria, osteria";157
ristorante;la taverna dei golosi;"CSO SEMPIONE N. 12 ; isolato:132; accesso: accesso esterno; (z.d. 1)";CSO;SEMPIONE;12;7137;1;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Pizzerie e simili;Ristorante;Ristorante, trattoria, osteria";119
ristorante;la topaia;"VIA ARGELATI FILIPPO N. 40 ; isolato:068; accesso: accesso esterno; (z.d. 6)";VIA;ARGELATI FILIPPO;40;5152;6;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria;Ristorante";120
ristorante;le buone cose ristorante;"VIA SAN MARTINO N. 8 ; isolato:048; accesso: accesso esterno; (z.d. 1)";VIA;SAN MARTINO;8;4016;1;solo somministrazione;somministrazione;al tavolo;Ristorante, trattoria, osteria;38
ristorante;le cave;"VIA CORNALIA EMILIO N. 12 ; isolato:305; accesso: accesso esterno; (z.d. 9)";VIA;CORNALIA EMILIO;12;1182;9;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante;BAR CAFFÿý;Giochi Legge 388/2000";217
ristorante;le chalet;"VIA TONALE num.006 ; isolato:202; accesso: accesso esterno; (z.d. 2)";VIA;TONALE;;1213;2;solo somministrazione;somministrazione;misto;"Pizzeria;Genere Merceol.Autorizz.Sanit.;Ristorante;Pizzerie e simili;Ristorante, trattoria, osteria;BAR CAFFÿý;BAR CAFFÿý E SIMILI";175
ristorante;l eclisse 99;"VLE ZARA N. 13 ; isolato:216; accesso: accesso esterno; (z.d. 9)";VLE;ZARA;13;1170;9;solo somministrazione;somministrazione;al tavolo;"Ristorante;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria";130
ristorante;le colline senesi;"VIA PROCACCINI GIULIO CESARE N. 28 ; isolato:055; accesso: accesso esterno; (z.d. 8)";VIA;PROCACCINI GIULIO CESARE;28;7204;8;solo somministrazione;somministrazione;al tavolo;"Ristorante;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.";103
ristorante;le corti di rinoma;"VIA FAUCHE' GIOVANNI BATTISTA N. 11 ; isolato:048; accesso: accesso esterno; (z.d. 8)";VIA;FAUCHE' GIOVANNI BATTISTA;11;7192;8;solo somministrazione;somministrazione;al tavolo;Ristorante, trattoria, osteria;80
ristorante;le follie;"VIA DAVANZATI BERNARDO N. 28 ; isolato:057; accesso: accesso esterno; (z.d. 9)";VIA;DAVANZATI BERNARDO;28;1284;9;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante;BAR CAFFÿý;Pizzeria";123
ristorante;le isole;"VIA PISANI VITTOR N. 31 ; isolato:308; accesso: accesso esterno; (z.d. 2)";VIA;PISANI VITTOR;31;1201;2;solo somministrazione;somministrazione;misto;"BAR CAFFÿý;Tav.calde,self service,fast f.;Bar gastronomici e simili;Pizzeria;Genere Merceol.Autorizz.Sanit.;BAR CAFFÿý E SIMILI;Ristorante";997
ristorante;le refuge cafe;"PZA NAPOLI N. 9 ; isolato:013; accesso: accesso esterno; (z.d. 6)";PZA;NAPOLI;9;5131;6;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Ristorante";60
ristorante;les folies;"VIA FERRUCCI FRANCESCO num.022/a /a; accesso: accesso esterno; (z.d. 8)";VIA;FERRUCCI FRANCESCO;;7150;8;solo somministrazione;somministrazione;al tavolo;"Bar gastronomici e simili;Ristorante;Genere Merceol.Autorizz.Sanit.;Pizzeria;Ristorante, trattoria, osteria;BAR CAFFÿý E SIMILI";218
ristorante;l etrusco;"CSO GARIBALDI GIUSEPPE N. 117 ; isolato:004; accesso: accesso esterno; (z.d. 1)";CSO;GARIBALDI GIUSEPPE;117;1010;1;solo somministrazione;somministrazione;misto;"Ristorante, trattoria, osteria;Ristorante;Genere Merceol.Autorizz.Sanit.";56
ristorante;light;"VIA MARONCELLI PIETRO N. 8 angolo via tito speri; isolato:248; accesso: accesso esterno; (z.d. 9)";VIA;MARONCELLI PIETRO;8;1113;9;solo somministrazione;somministrazione;misto;"BAR CAFFÿý E SIMILI;Genere Merceol.Autorizz.Sanit.;BAR CAFFÿý;Ristorante, trattoria, osteria;Ristorante";298
ristorante;l isola;"VIA FRASSINETTI ROMEO N. 28 con ingr.da via ricciarelli13a; isolato:292; accesso: accesso esterno; (z.d. 7)";VIA;FRASSINETTI ROMEO;28;6563;7;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Pizzeria;Tavola calda;BAR CAFFÿý;Ristorante, trattoria, osteria";54
ristorante;l isola dei timeout 2;"VIA EUSTACHI BARTOLOMEO N. 13 ; isolato:090; accesso: accesso esterno; (z.d. 3)";VIA;EUSTACHI BARTOLOMEO;13;2165;3;solo somministrazione;somministrazione;al tavolo;"Ristorante;Pizzeria;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Pizzerie e simili";62
ristorante;l isola del tesoro;"VIA LUDOVICO DA VIADANA N. 2 ;via ludovico da viadana 002; isolato:329; accesso: accesso esterno; (z.d. 1)";VIA;LUDOVICO DA VIADANA;2;399;1;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;Ristorante;Pizzerie e simili;Genere Merceol.Autorizz.Sanit.";183
ristorante;l oca giuliva;"VLE BLIGNY N. 29 ; isolato:090; accesso: accesso esterno; (z.d. 5)";VLE;BLIGNY;29;4045;5;solo somministrazione;somministrazione;al tavolo;"Pizzerie e simili;Ristorante, trattoria, osteria;BAR CAFFÿý E SIMILI";110
ristorante;locanda chiaravalle;"VIA SAN BERNARDO N. 36 ; isolato:199; accesso: accesso esterno; (z.d. 5)";VIA;SAN BERNARDO;36;4351;5;solo somministrazione;somministrazione;al tavolo;"Ristorante;Genere Merceol.Autorizz.Sanit.";170
ristorante;lucky seven restorante sr;"VIA PASINETTI ANTONIO N. 8 ; isolato:101; accesso: accesso esterno; (z.d. 5)";VIA;PASINETTI ANTONIO;8;4255;5;solo somministrazione;somministrazione;al tavolo;"Licenza giochi leciti/elettr..;Ristorante;Genere Merceol.Autorizz.Sanit.";446
ristorante;lungo la notte;"VIA LODOVICO IL MORO N. 133 ; isolato:037; accesso: accesso esterno; (z.d. 6)";VIA;LODOVICO IL MORO;133;5290;6;solo somministrazione;somministrazione;al tavolo;"Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.;Ristorante";42
ristorante;maharaja ristorante;"VIA VETERE N. 12 ; isolato:126; accesso: accesso esterno; (z.d. 1)";VIA;VETERE;12;5185;1;;somministrazione;al tavolo;"Ristorante;Genere Merceol.Autorizz.Sanit.;Ristorante, trattoria, osteria";66
ristorante;malvasia restaurant;"VIA GORANI num.002/a /a con ingresso via borromei;via borromei 000; accesso: accesso esterno; (z.d. 1)";VIA;GORANI;;635;1;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Ristorante;BAR CAFFÿý";87
ristorante;mappamondo;"VIA GENTILI ALBERICO N. 1 ; isolato:246; accesso: accesso esterno; (z.d. 7)";VIA;GENTILI ALBERICO;1;6270;7;solo somministrazione;somministrazione;al tavolo;"Ristorante;Genere Merceol.Autorizz.Sanit.";56
ristorante;mare mosso;"VLE MONTE NERO N. 50 ; isolato:092; accesso: accesso esterno; (z.d. 4)";VLE;MONTE NERO;50;3062;4;solo somministrazione;somministrazione;al tavolo;"Genere Merceol.Autorizz.Sanit.;Pizzerie e simili;Pizzeria;Ristorante, trattoria, osteria;Ristorante";63
ristorante;marghera 37;"VIA MARGHERA N. 37 ; isolato:213; accesso: accesso esterno; (z.d. 7)";VIA;MARGHERA;37;6280;7;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;Tavola calda;Ristorante, trattoria, osteria;BAR CAFFÿý E SIMILI;Pizzeria;Pizzerie e simili;BAR CAFFÿý";251
ristorante;maru sushi and noodle bar;"VLE SABOTINO N. 19 ; isolato:092; accesso: accesso esterno; (z.d. 5)";VLE;SABOTINO;19;4046;5;solo somministrazione;somministrazione;misto;"Ristorante;BAR CAFFÿý;Wine,birr.,pub enot.,caff.,the;Ristorante, trattoria, osteria;Genere Merceol.Autorizz.Sanit.";190
ristorante;masquemada;"VLE PICENO N. 3 ; isolato:041; accesso: accesso esterno; (z.d. 4)";VLE;PICENO;3;3114;4;solo somministrazione;somministrazione;misto;"Genere Merceol.Autorizz.Sanit.;BAR CAFFÿý;Ristorante";180
ristorante;matilda;"ALZ NAVIGLIO GRANDE N. 98 ; isolato:032; accesso: accesso interno; (z.d. 6)";ALZ;NAVIGLIO GRANDE;98;5144;6;solo somministrazione;somministrazione;al tavolo;"Pizzeria;Wine,birr.,pub enot.,caff.,the;Ristorante;Ristorante, trattoria, osteria;BAR CAFFÿý;BAR CAFFÿý E SIMILI;Genere Merceol.Autorizz.Sanit.;Discoteche,sale ballo notturni;Ristorante, trattoria, osteria";222
ristorante;maya;"VIA SFORZA ASCANIO N. 41 ; isolato:113; accesso: accesso esterno; (z.d. 5)";VIA;SFORZA ASCANIO;41;5201;5;solo somministrazione;somministrazione;al tavolo;"BAR CAFFÿý;Ristorante, trattoria, osteria;Ristorante;Genere Merceol.Autorizz.Sanit.";170
ristorante;mc donald s;"PZA DUCA D'AOSTA N. 12 ; isolato:038; accesso: accesso esterno; (z.d. 2)";PZA;DUCA D'AOSTA;12;1200;2;solo somministrazione;somministrazione;al banco;Tav.calde,self service,fast f.;295
ristorante;mc donald s;"PZA DUCA D'AOSTA N. 8 ; isolato:053; accesso: accesso esterno; (z.d. 2)";PZA;DUCA D'AOSTA;8;1200;2;solo somministrazione;somministrazione;al banco;Tav.calde,self service,fast f.;257
ristorante;mc donald s;"PZA SANT' EUSTORGIO N. 2 ; isolato:125; accesso: accesso esterno; (z.d. 1)";PZA;SANT' EUSTORGIO;2;5186;1;solo somministrazione;somministrazione;al banco;"Genere Merceol.Autorizz.Sanit.;Ristorante;BAR CAFFÿý E SIMILI;Tav.calde,self service,fast f.";144
ristorante;mc donald s;"VIA DE AMICIS EDMONDO N. 25 ;via de amicis edmondo 025; isolato:128; accesso: accesso esterno; (z.d. 1)";VIA;DE AMICIS EDMONDO;25;574;1;solo somministrazione;somministrazione;self service;"BAR CAFFÿý E SIMILI;Genere Merceol.Autorizz.Sanit.;Ristorante;Tav.calde,self service,fast f.;BAR CAFFÿý;Bar pasticc.gelat.crem.creper.";80
ristorante;mc donald s;"VIA DURINI N. 27 ;pza san babila 000; isolato:317; accesso: accesso esterno; (z.d. 1)";VIA;DURINI;27;313;1;solo somministrazione;somministrazione;self service;"BAR CAFFÿý;Ristorante, trattoria, osteria;Tav.calde,self service,fast f.;Genere Merceol.Autorizz.Sanit.;BAR CAFFÿý E SIMILI;Ristorante";175
