Tipo esercizio storico,Insegna,Tipo via,Nome via,Civico,Codice via,ZD,Forma commercio,Forma commercio prev,Forma vendita,Settore storico,Superficie somministrazione,Isolato,Accesso
tavola calda,,VIA,TORTONA,27,5124,6,somministrazione,somministrazione,al tavolo,genere merceol.autorizz.sanit.;tavola calda,140, 041, accesso esterno
tavola calda,,VIA,VALLE ANTRONA,1,6807,7,somministrazione/minuto,minuto,al banco,bar-caffe';giochi legge 388/2000,34, 245, accesso esterno
tavola calda,,VIA,ZANELLA GIACOMO,59,3257,4,somministrazione,somministrazione,misto,"bar-caffe';pizzeria;tav.calde,self service,fast f.;ristorante;ristorante, trattoria, osteria;tavola fredda;tavola calda;genere merceol.autorizz.sanit.",155, 246, accesso esterno
tavola calda,,VLE,ABRUZZI,082/84,2177,3,somministrazione,somministrazione,al banco,"genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;tavola calda",49, 040, accesso esterno
tavola calda,,VLE,ARGONNE,32,3254,4,somministrazione/minuto,somministrazione,al banco,"ristorante, trattoria, osteria;cibi cotti",33, 216, accesso esterno
tavola calda,,VLE,MONZA,28,2274,2,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;tavola calda",42, 347, accesso esterno
tavola calda,,VLE,TIBALDI,1,5234,5,somministrazione,somministrazione,al banco,"bar-caffe';ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;tavola calda",83, 160, accesso esterno
tavola calda,,VLE,TIBALDI,26,5234,5,somministrazione,somministrazione,al banco,"genere merceol.autorizz.sanit.;tavola calda;ristorante, trattoria, osteria",28, 159, accesso esterno
tavola calda,al 22 beer and food house,VIA,SOPERGA,22,2262,2,somministrazione,somministrazione,al tavolo,"wine,birr.,pub enot.,caff.,the;tavola calda;bar-caffe';ristorante, trattoria, osteria;genere merceol.autorizz.sanit.",167, 002, accesso esterno
tavola calda,al aqsa,VIA,CONSOLE MARCELLO,14,7278,8,somministrazione,somministrazione,al tavolo,"genere merceol.autorizz.sanit.;tavola calda;ristorante, trattoria, osteria",26, 197, accesso esterno
tavola calda,andalusia,VIA,RIPAMONTI GIUSEPPE,294,4066,5,somministrazione,somministrazione,al tavolo,bar-caffe';tavola fredda;pizzeria;tavola calda;genere merceol.autorizz.sanit.,87, 188, accesso esterno
tavola calda,antico impero,VIA,RUGGERO DI LAURIA,5,7163,8,somministrazione,somministrazione,al tavolo,"tavola calda;bar-caffe';ristorante, trattoria, osteria;genere merceol.autorizz.sanit.",66, 344, accesso esterno
tavola calda,bar blitz,VLE,PREMUDA,36,3063,4,somministrazione,somministrazione,misto,"tavola calda;tav.calde,self service,fast f.;bar gastronomici e simili;genere merceol.autorizz.sanit.;bar-caffe'",71, 010, accesso esterno
tavola calda,bar caffe  s.filippo neri,VLE,MONZA,220,2274,2,somministrazione,somministrazione,al banco,"trattoria;ristorante, trattoria, osteria;bar-caffe';genere merceol.autorizz.sanit.",156, 101, accesso esterno
tavola calda,bar galleria,GLL,VITTORIO EMANUELE,075,10,1,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;pizzeria;ristorante;ristorante, trattoria, osteria",118, 471, accesso esterno
tavola calda,bar la fontanella,VIA,BELLOTTI FELICE,13,3070,3,somministrazione,somministrazione,misto,bar-caffe';tavola fredda;tavola calda;genere merceol.autorizz.sanit.,63, 155, accesso esterno
tavola calda,bar mecenate 78,VIA, MECENATE,078/a,3280,4,somministrazione,somministrazione,al tavolo,"genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;bar-caffe';tavola calda;tav.calde,self service,fast f.",80, 073, accesso esterno
tavola calda,bar osteria med. d oro,PLE,MEDAGLIE D'ORO,3,4104,4,somministrazione,somministrazione,misto,"bar-caffe';genere merceol.autorizz.sanit.;tavola calda;ristorante, trattoria, osteria",53, 163, accesso esterno
tavola calda,bar tavola calda,VIA,CENISIO,40,7184,8,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;tavola calda;bar-caffe',96, 014, accesso esterno
tavola calda,bar tavola calda,VIA,ROSSI PELLEGRINO,40,1510,9,somministrazione,somministrazione,al banco,"bar gastronomici e simili;genere merceol.autorizz.sanit.;giochi legge 388/2000;tavola calda;bar-caffe';tav.calde,self service,fast f.",102, 190, accesso esterno
tavola calda,bar tavola calda,VIA,SARONNO,2,7202,8,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;tavola calda;tav.calde,self service,fast f.;bar-caffe';bar gastronomici e simili;cibi cotti preconfezionati",59, 058, accesso esterno
tavola calda,bar trattoria la brace,VIA,NOVARA,383,6624,7,somministrazione,somministrazione,misto,tavola calda;tavola fredda;genere merceol.autorizz.sanit.;bar-caffe',118, 008, accesso esterno
tavola calda,be bop,VLE,COL DI LANA,4,5198,5,somministrazione,somministrazione,al tavolo,"pizzeria;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;tavola calda",118, 096, accesso esterno
tavola calda,burghy,VIA,BUONARROTI MICHELANGELO,6,6253,7,somministrazione,somministrazione,misto,tavola calda;genere merceol.autorizz.sanit.;bar-caffe',86, 215, accesso esterno
tavola calda,caffe sudan,VIA,SARDEGNA,45,6265,7,somministrazione,somministrazione,misto,"pizzeria;tavola calda;bar-caffe';ristorante, trattoria, osteria;genere merceol.autorizz.sanit.",109, 250, accesso esterno
tavola calda,cosmic bar,VIA,SAN MARTINO,14,4016,1,somministrazione,somministrazione,al tavolo,"tavola fredda;tavola calda;bar-caffe';ristorante, trattoria, osteria;genere merceol.autorizz.sanit.",104, 047, accesso esterno
tavola calda,dahlak bar,VIA,MARCO AURELIO,8,2298,2,somministrazione,somministrazione,al tavolo,genere merceol.autorizz.sanit.;tavola calda;bar-caffe';tavola fredda;cibi cotti preconfezionati,55, 334, accesso esterno
tavola calda,da willy,VIA,TORRICELLI EVANGELISTA,26,5240,5,somministrazione,somministrazione,al tavolo,bar-caffe';tavola calda;tavola fredda;genere merceol.autorizz.sanit.;bar gastronomici e simili,202, 126, accesso esterno
tavola calda,direzional bar,VIA,TONALE,8,1213,2,somministrazione,somministrazione,misto,"giochi legge 388/2000;genere merceol.autorizz.sanit.;ristorante;ristorante, trattoria, osteria;bar-caffe';pizzeria;tavola calda",165, 201, accesso esterno
tavola calda,giorgia s cafe,VIA,MACCHI MAURO,72,2133,2,somministrazione,somministrazione,misto,"bar gastronomici e simili;cibi cotti preconfezionati;bar-caffe';genere merceol.autorizz.sanit.;tavola fredda;tavola calda;tav.calde,self service,fast f.",75, 003, accesso esterno
tavola calda,la birreria uno pub,VIA,BORSIERI PIETRO,14,1128,9,somministrazione,somministrazione,al tavolo,"tavola calda;tav.calde,self service,fast f.;genere merceol.autorizz.sanit.",109, 281, accesso esterno
tavola calda,l acerba ristoran.pizzeri,VIA,ORTI,4,4031,1,somministrazione,somministrazione,misto,"pizzeria;genere merceol.autorizz.sanit.;bar-caffe';tavola calda;ristorante, trattoria, osteria",188, 038, accesso esterno
tavola calda,la piadineria,VIA,CESARIANO CESARE,9,7113,1,somministrazione,somministrazione,al banco,"tavola calda;genere merceol.autorizz.sanit.;tav.calde,self service,fast f.",23, 125, accesso esterno
tavola calda,la sfinge,VIA,LEPONTINA,11,1147,9,somministrazione,somministrazione,misto,giochi legge 388/2000;genere merceol.autorizz.sanit.;tavola calda;bar-caffe',60, 203, accesso esterno
tavola calda,la tana da biancomiglio,VIA,DEZZA GIUSEPPE,24,6108,7,somministrazione,somministrazione,misto,"bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda;tavola calda;ristorante, trattoria, osteria",53, 280, accesso esterno
tavola calda,livet,PLE,STAZIONE DI PORTA GENOVA,3,5120,6,somministrazione,somministrazione,al tavolo,"ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;tavola calda;bar-caffe'",73, 052, accesso esterno
tavola calda,lo s chinese take away,VIA,MERCATO,14,717,1,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;tavola calda",86, 306, accesso esterno
tavola calda,mangia e bevi,VIA,COSTA ANDREA,4,2276,3,somministrazione,somministrazione,misto,"bar gastronomici e simili;bar-caffe';genere merceol.autorizz.sanit.;tavola calda;ristorante, trattoria, osteria",57, 277, accesso esterno
tavola calda,massawa,VIA,SIRTORI GIUSEPPE,6,2180,3,somministrazione,somministrazione,al tavolo,cibi cotti;bar-caffe';genere merceol.autorizz.sanit.;tavola calda,54, 150, accesso esterno
tavola calda,mc donald s,VIA,FOSCOLO UGO,3,205,1,somministrazione,somministrazione,al banco,"tavola calda;bar pasticc.gelat.crem.creper.;bar gastronomici e simili;bar-caffe';ristorante, trattoria, osteria;genere merceol.autorizz.sanit.",386, 471, accesso esterno
tavola calda,milan e china,VIA,FORNARI PASQUALE,4,6592,7,somministrazione,somministrazione,al tavolo,"pizzeria;bar-caffe';genere merceol.autorizz.sanit.;tavola calda;ristorante, trattoria, osteria",94, 019, accesso esterno
tavola calda,milch,VIA,PETRELLA ERRICO,19,2137,3,somministrazione,somministrazione,al tavolo,"tav.calde,self service,fast f.;tavola calda;bar-caffe';genere merceol.autorizz.sanit.",56, 032, accesso esterno
tavola calda,mister magoo,VIA,DEGLI IMBRIANI,26,1266,9,somministrazione,somministrazione,misto,tavola fredda;bar gastronomici e simili;bar-caffe';genere merceol.autorizz.sanit.;tavola calda,50, 079, accesso esterno
tavola calda,morris caffe,CSO,INDIPENDENZA,20,3118,4,somministrazione,somministrazione,misto,"genere merceol.autorizz.sanit.;bar-caffe';ristorante, trattoria, osteria;tavola calda",27, 007, accesso esterno
tavola calda,pizza milano doc,VIA,RIPAMONTI GIUSEPPE,244,4066,5,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;pizzeria;genere merceol.autorizz.sanit.;tavola calda",38, 179, accesso esterno
tavola calda,pizzeria al trancio mimi,VIA,TORINO,48,543,1,somministrazione,somministrazione,al banco,"pizzeria;tav.calde,self service,fast f.;bar-caffe';genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola calda",65, 401, accesso esterno
tavola calda,pizzeria sul naviglio,RIP,DI PTA TICINESE,21,5150,6,somministrazione,somministrazione,al tavolo,genere merceol.autorizz.sanit.;cucina tipica lombarda;pizzeria,67, 074, accesso esterno
tavola calda,rist. cinese prosperita,PLE,BAIAMONTI ANTONIO,2,7235,9,somministrazione,somministrazione,al tavolo,"ristorante;genere merceol.autorizz.sanit.;tav.calde,self service,fast f.",113, 313, accesso esterno
tavola calda,ristorante 4 stagioni,VIA,DELLA CARITA',2,4083,4,somministrazione,somministrazione,al tavolo,"genere merceol.autorizz.sanit.;lett. giochi leciti e societa';ristorante, trattoria, osteria;tavola calda",115, 176, accesso esterno
tavola calda,ristorante indiano bharat,VIA, GOLA EMILIO,016/2,5290,6,somministrazione,somministrazione,al tavolo,genere merceol.autorizz.sanit.;tavola calda;bar-caffe',58, 075, accesso esterno
tavola calda,ristor.etnico fortaleza,VLE,ZARA,116,1170,2,somministrazione,somministrazione,al tavolo,"bar-caffe';ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;tavola calda",91, 086, accesso esterno
tavola calda,roses bar,CSO,LODI,90,4068,4,somministrazione,somministrazione,al banco,"genere merceol.autorizz.sanit.;bar-caffe';trattoria;ristorante, trattoria, osteria;tav.calde,self service,fast f.",57, 024, accesso esterno
tavola calda,rosso pomodoro,PLE, CANTORE ANTONIO,000,5290,6,somministrazione,somministrazione,misto,"bar-caffe';pizzeria;genere merceol.autorizz.sanit.;tavola calda;ristorante, trattoria, osteria",330, 055, accesso esterno
tavola calda,rosticceria cinese,CSO,GENOVA,7,5164,1,somministrazione,somministrazione,al tavolo,"ristorante, trattoria, osteria;pizzeria;cibi cotti;genere merceol.autorizz.sanit.",29, 217, accesso esterno
tavola calda,rosticceria cinese bonta,VLE,MONZA,311,2274,2,somministrazione,somministrazione,al banco,"ristorante, trattoria, osteria;tavola calda;prodotti di gastronomia;genere merceol.autorizz.sanit.;tav.calde,self service,fast f.",24, 038, accesso esterno
tavola calda,rosticceria italocinese,VIA,GIAMBELLINO,32,5136,6,somministrazione/minuto,somministrazione,misto,"tavola calda;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.",17, 150, accesso esterno
tavola calda,rosticceria mister hu,VIA,PORPORA NICOLA ANTONIO,161,2229,3,somministrazione,somministrazione,al banco,"genere merceol.autorizz.sanit.;tav.calde,self service,fast f.;tavola calda",19, 020, accesso esterno
tavola calda,self service pianeta luna,VIA,ANTONIO DA RECANATE,1,2215,2,somministrazione,somministrazione,al banco,"genere merceol.autorizz.sanit.;tav.calde,self service,fast f.;tavola calda",235, 053, accesso esterno
tavola calda,seven,CSO,COLOMBO CRISTOFORO,11,5114,6,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;tavola fredda;genere merceol.autorizz.sanit.;tavola calda;bar-caffe';bar gastronomici e simili",106, 052, accesso esterno
tavola calda,shofar cafe,VIA,MORA GIAN GIACOMO,3,594,1,somministrazione,somministrazione,al tavolo,"ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;tavola calda;ristorante",198, 220, accesso esterno
tavola calda,simpson s bar tavola cald,VIA,ESTERLE CARLO,31,2368,2,somministrazione,somministrazione,al tavolo,"tavola calda;tavola fredda;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;bar-caffe';tav.calde,self service,fast f.",51, 299, accesso esterno
tavola calda,tav.calda/rostic.gastrono,VIA,GRAZIOLI DON BARTOLOMEO,2,1473,9,somministrazione,somministrazione,al banco,"ristorante, trattoria, osteria",65,, accesso esterno
tavola calda,tavola calda,VLE,UMBRIA,66,3145,4,somministrazione,somministrazione,al tavolo,"genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;tavola calda",57,, accesso esterno
tavola calda,tavola calda bar caffe,VIA,PIACENZA,9,4064,5,somministrazione,somministrazione,al banco,"ristorante, trattoria, osteria;bar-caffe';genere merceol.autorizz.sanit.;tavola calda;tavola fredda",85, 193, accesso esterno
tavola calda,tavola calda italo-cinese,VIA,RAVIZZA CARLO,8,6285,7,somministrazione,somministrazione,al tavolo,"tavola calda;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.",22, 194, accesso esterno
tavola calda,tavola calda long cheng,VIA,DEGLI IMBRIANI,3,1266,9,somministrazione,somministrazione,misto,"bar-caffe';genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;tavola calda",58, 078, accesso esterno
tavola calda,tavola calda pizzeria,VIA,MESSINA,1,7211,8,somministrazione,somministrazione,misto,"tav.calde,self service,fast f.;tavola calda;genere merceol.autorizz.sanit.",32, 074, accesso esterno
tavola calda,tea room bar paninoteca,VIA,FARA GUSTAVO,14,1183,2,somministrazione,somministrazione,al banco,bar-caffe';carte;bocce;tavola fredda;gioco video;biliardo;tavola calda;genere merceol.autorizz.sanit.;bar gastronomici e simili,60, 307, accesso esterno
tavola calda,tranciomania,VIA,BUGATTI ETTORE,7,4353,5,somministrazione,somministrazione,misto,"bar-caffe';ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;pizzeria;tavola calda",96, 077, accesso esterno
tavola calda,trattoria anna,VIA,DESENZANO,5,6610,7,somministrazione,somministrazione,misto,"ristorante, trattoria, osteria;bar-caffe';genere merceol.autorizz.sanit.;tavola calda",88, 017, accesso esterno
tavola calda,tuv taam,VIA,SODERINI LUIGI,27,6675,6,somministrazione,somministrazione,al banco,genere merceol.autorizz.sanit.;tavola calda,46, 075, accesso esterno
tavola calda,twins,VIA,LECCO,15,2110,3,somministrazione,somministrazione,al tavolo,"pizzeria;tavola calda;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.",59, 101, accesso esterno
tavola calda,zakuro,VIA,BOCCACCIO GIOVANNI,11,6158,1,somministrazione,somministrazione,al banco,"genere merceol.autorizz.sanit.;tavola calda;ristorante, trattoria, osteria",42, 289, accesso esterno
tavola fredda,,CSO,VENTIDUE MARZO,38,3074,4,somministrazione/minuto,minuto,al banco,cibi cotti preconfezionati;genere merceol.autorizz.sanit.;pizzeria;bar-caffe';tavola fredda;bar gastronomici e simili,23, 260, accesso esterno
tavola fredda,,PZA,DURANTE FRANCESCO,36,2277,3,somministrazione,somministrazione,al banco,bar-caffe';prodotti di gastronomia;tavola fredda;elettr.automatici meccaniche,60, 001, accesso esterno
tavola fredda,,PZA,GRECO,2,1417,2,somministrazione,somministrazione,misto,bar-caffe',63, 066, accesso esterno
tavola fredda,,VIA,FESTA DEL PERDONO,8,327,1,somministrazione,somministrazione,al tavolo,prodotti di gastronomia;tavola fredda;bar-caffe',26, 324, accesso esterno
tavola fredda,,VIA,IMBONATI CARLO,75,1311,9,somministrazione,somministrazione,al banco,bar gastronomici e simili;bar-caffe';tavola fredda,116, 051, accesso esterno
tavola fredda,,VIA,NEGROLI,55,3279,4,somministrazione/minuto,somministrazione,misto,tavola fredda;genere merceol.autorizz.sanit.;bar-caffe';bar gastronomici e simili,30, 221, accesso esterno
tavola fredda,,VIA,PALMI,4,6699,7,somministrazione,somministrazione,al banco,bar gastronomici e simili;cibi cotti preconfezionati;bar-caffe';genere merceol.autorizz.sanit.;tavola fredda,47, 154, accesso esterno
tavola fredda,,VIA,PIERLUIGI GIOVANNI DA PALESTRINA,32,2235,2,somministrazione/minuto,minuto,al banco,bar-caffe';elettr.automatici meccaniche;cibi cotti preconfezionati;tavola fredda,41, 002, accesso esterno
tavola fredda,,VIA,TEANO,2,1632,9,somministrazione/minuto,somministrazione,al banco,tavola fredda;bar-caffe',38, 006, accesso esterno
tavola fredda,,VLE,MONZA,233,2274,2,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar-caffe';tavola fredda,44, 099, accesso esterno
tavola fredda,al piccolo bar,VLE,PREMUDA,27,3063,1,somministrazione,somministrazione,misto,bar-caffe';tavola fredda;bar gastronomici e simili;cibi cotti preconfezionati,55, 009, accesso esterno
tavola fredda,bar,VIA,VOLTA ALESSANDRO,11,1018,1,somministrazione,somministrazione,misto,elettr.automatici meccaniche;tavola fredda;genere merceol.autorizz.sanit.;bar-caffe',31, 085, accesso esterno
tavola fredda,bar affari,VIA,SANTA MARIA FULCORINA,13,630,1,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar gastronomici e simili;bar-caffe';cibi cotti preconfezionati;tavola fredda,37, 404, accesso esterno
tavola fredda,bar alexander,PLE,UDINE,1,2651,3,somministrazione,somministrazione,misto,genere merceol.autorizz.sanit.;bar-caffe',28, 066, accesso esterno
